Key,Team,League,Season,Rank,Games,Wins,Draws,Losses,Points,GoalsFor,GoalsAgainst,GoalDifference,Goals,Possession,PassSuccess,CrossesPerGame,ThroughBallsPerGame,LongBallsPerGame,ShortPassesPerGame,OpenPlayGoals,CounterAttackGoals,SetPieceGoals,PenaltyGoals,OwnGoals,TotalTacklesPerGame,DribbledPastPerGame,TotalAttemptedTacklesPerGame,InterceptionsPerGame,FouledPerGame,FoulsPerGame,YellowCardPerGame,RedCardPerGame,OffsidesPerGame,ClearancesPerGame,ShotsBlockedPerGame,CrossesBlockedPerGame,TiotalSavesPerGame,SixYardSavesPerGame,PenaltyAreaSavesPerGame,OutOfBoxSavesPerGame,TotalShotsPerGame,OutOfBoxShotsPerGame,SixYardBoxShotsPerGame,PenaltyAreaShotsPerGame,GoalsPerGame,SixYardGoalsPerGame,PenaltyAreaGoalsPerGame,OutOfBoxGoalsPerGame,UnsuccessfulDribblesPerGame,SuccessfulDribblesPerGame,TotalDribblesPerGame,DisspossedPergame,TotalAerialDuelsPerGame,AerialDuelsWonPerGame,AerialDuelsLostPerGame,TotalPassesPerGame,AccurateLongBallsPerGame,InAccurateLongBallsPerGame,AccShortPassesPerGame,InAccurateShortPassesPerGame,TotalKeyPassesPerGame,LongKeyPassesPerGame,ShortKeyPassesPerGame,CrossAssistPerGame,CornerAssistPerGame,ThroughballAssistPerGame,FreekickAssistPerGame,ThrowInAssistPergame,OtherAssistPerGame,TotalAssistPerGame,ShotsOnTarget,ShotsOnTargetAgainst,ShotsOnTargetPer90,ShotsOnTargetAgainstPer90,Touches,TouchesDefPen,TouchesDefThird,TouchesMidThird,TouchesAttThird,TouchesAttPen,LiveTouches,NumOfPlayersDribbledPast,Nutmegs,Controlled,DistMovedWithBall,ProgressiveDistMoved,ProgC,ProgressiveIntoFinalThird,ProgressiveInto18Yard,Miscontrols,MiscontrolsAfterTackle,ProgressivePassReceived
Huddersfield DL 2017/2018,Huddersfield,Premier League,2017/2018,16,38,9,10,19,37,28,58,-30,28,46.4,74,20,1,68,329,17,2,4,2,3,19.6,10,29.6,13.7,9.6,10.4,1.6,0.1,1.8,28.2,3.1,2.2,2.7,0.1,1.6,1,9.5,4.1,0.6,4.8,0.7,0.1,0.5,0,5.7,7.3,12.9,10.9,42.7,21.2,21.5,393.7,28.2,39.3,263.3,62.9,6.9,1.2,5.7,0.1,0,0,0,0,0.3,0.5,105,153,2.763157895,4.026315789,571.9,63.4,196.1,264.5,144.9,15.6,521.3,8.11,0.66,317.2,1663.3,826.5,32.2,11.1,2.95,13.5,13,26.6
Swansea DL 2017/2018,Swansea,Premier League,2017/2018,18,38,8,9,21,33,28,56,-28,28,46,78.2,18,1,69,349,16,0,10,1,1,16.1,8.7,24.7,10.3,10.5,9.9,1.3,0,1,24.8,3.3,2.4,3.6,0.2,2.2,1.2,8.9,3.8,0.7,4.4,0.7,0.2,0.4,0.1,5.4,8.4,13.8,11.6,39.3,18.5,20.8,413.7,30.5,37.4,292.9,52.9,5.8,1.2,4.7,0.2,0.1,0.1,0,0,0.3,0.5,94,182,2.473684211,4.789473684,572.5,68.3,198.6,276.3,132.8,15.8,523.8,9.79,0.45,349.4,1802.3,942.2,34.6,9.87,2.16,12.2,12.1,28.1
Manchester City DL 2018/2019,Manchester City,Premier League,2018/2019,1,38,32,2,4,98,95,23,72,95,64,89,21,3,48,655,72,5,11,3,4,13.7,7.2,20.9,9.5,7.9,8.6,1.2,0,2.6,14.3,1.7,0.9,1.5,0.1,0.9,0.6,18,6.3,1.6,10.2,2.5,0.5,1.5,0.4,7.8,11.5,19.3,10.3,28.3,14.3,13.9,699.3,28.9,18.8,593.4,58.2,13.6,1.3,12.3,0.3,0,0.2,0.1,0,1.4,1.9,249,76,6.552631579,2,847.7,54.7,181.1,447.7,278.8,43.5,805.7,12.3,0.92,621,3268.8,1920.3,87.8,25.7,8.32,11.7,12.1,55.3
Liverpool DL 2018/2019,Liverpool,Premier League,2018/2019,2,38,30,7,1,97,89,22,67,89,58.8,84.4,19,3,60,567,53,6,20,7,3,16.1,8,24.1,8.3,9.1,8.3,1,0.1,2,16.8,2.1,1.3,1.9,0.2,1.1,0.6,15.1,5.2,1.4,8.5,2.3,0.5,1.6,0.1,6.9,9.4,16.3,11.2,31.6,16,15.6,622,30.7,28.5,494.6,68.2,11.2,1.9,9.3,0.4,0.1,0.2,0.1,0,0.8,1.4,211,96,5.552631579,2.526315789,781.4,55,208.5,406.3,214.4,33.3,732.5,10.8,1.24,547.6,2525.2,1381.3,59.2,16.8,5.24,13.9,13.5,51.7
Chelsea DL 2018/2019,Chelsea,Premier League,2018/2019,3,38,21,9,8,72,63,39,24,63,59.9,87.6,18,4,46,616,45,1,10,5,2,16.3,7.9,24.2,9.3,11.2,8.9,1.3,0,2.2,15.6,1.9,1.7,2.2,0.2,1,1.1,16,6,0.9,9.1,1.7,0.2,1.2,0.2,6.7,11.8,18.5,12.1,27.6,14,13.6,659.8,28.8,17.9,549.1,64,13,1.6,11.4,0.3,0.1,0.3,0,0,0.8,1.4,190,120,5,3.157894737,810.9,61.1,219.3,401.3,248.8,31.1,765.2,12.6,0.53,580.7,2933.5,1707.8,72.9,20.9,6.68,11.3,14.8,49.3
Tottenham DL 2018/2019,Tottenham,Premier League,2018/2019,4,38,23,2,13,71,67,39,28,67,56.7,83.2,17,2,60,505,41,5,16,4,1,16.5,8.1,24.6,8.6,9.6,9.9,1.5,0.1,1.9,20.2,2.9,2,3.2,0.1,2.1,1,14.1,5.6,1.3,7.3,1.8,0.4,0.9,0.4,7.9,9.7,17.7,9.2,32.3,16.1,16.3,560.4,29.1,30.5,437.1,63.7,10.3,1.5,8.8,0.3,0.1,0.1,0.1,0,0.8,1.2,185,147,4.868421053,3.868421053,717.8,70,225.2,350.1,186.6,26.5,669.8,11.1,0.97,486.4,2329.5,1234.7,48.3,15.1,4.5,13.1,12.6,41.4
Arsenal DL 2018/2019,Arsenal,Premier League,2018/2019,5,38,21,7,10,70,73,51,22,73,56.1,83.3,16,2,55,499,49,3,13,4,4,16,8.1,24.1,10.8,12,10.8,1.9,0.1,2.3,20.1,3.1,1.4,3.5,0.2,2,1.3,12.3,4.1,1.2,7,1.9,0.4,1.2,0.3,6.1,8,14.1,10.8,31.8,14.9,16.9,547.5,27.5,26.8,428.6,64.6,9.6,1.3,8.3,0.2,0.1,0.1,0,0,1,1.4,159,172,4.184210526,4.526315789,701.8,70.7,225.3,343,179.9,29.2,652.8,9.58,0.66,482,2477.5,1333.5,55.4,15.6,5.32,12.3,12.6,42.7
Crystal Palace DL 2018/2019,Crystal Palace,Premier League,2018/2019,12,38,14,7,17,49,51,53,-2,51,46.6,76.8,15,1,60,346,28,2,8,10,3,19.3,8.1,27.4,11.7,10.3,10.2,1.5,0.1,2.1,24.7,3.7,2.5,2.9,0.1,1.8,1,13,4.8,0.8,7.4,1.3,0.2,0.9,0.2,7.6,9.9,17.6,12.4,37.1,18.1,19,401.1,24.1,35.3,284,57.6,9.4,1.5,7.9,0.1,0,0.1,0,0,0.7,0.9,136,158,3.578947368,4.157894737,574.6,63.9,198.9,262,151.8,26.6,525.5,13.1,0.55,359.6,1899.3,1041.3,44.6,13,5.32,12.9,13.8,33.1
Leicester DL 2018/2019,Leicester,Premier League,2018/2019,9,38,15,7,16,52,51,48,3,51,50.8,79.2,21,3,62,394,24,8,11,5,3,17.8,8.2,26,11.5,9.9,9.2,1.5,0.1,1.9,24.9,2.5,2.7,2.4,0.2,1.4,0.8,13.6,5.7,0.9,6.9,1.3,0.2,0.8,0.2,7.2,10.3,17.5,9.4,39.7,21.5,18.2,453.1,30.7,30.7,328.2,63.5,10.1,1.9,8.2,0.3,0,0.2,0,0,0.4,0.9,173,135,4.552631579,3.552631579,624.1,63.7,199.8,300.8,163.9,22.9,574.7,10.8,1,398.8,2126.2,1155.7,46.4,14.3,4.45,12.8,11.5,35.6
West Ham DL 2018/2019,West Ham,Premier League,2018/2019,10,38,15,7,16,52,52,55,-3,52,49,78.7,17,2,62,372,32,3,11,5,1,19,10.6,29.6,12,10.2,8.7,1.6,0,1.9,22.5,3.7,2.3,3.8,0.3,2.3,1.2,11.6,4.3,1,6.3,1.4,0.4,0.8,0.1,7.3,10.2,17.6,10.2,33.7,16.9,16.8,430.4,29,31.9,309.6,60,8.6,1.7,6.9,0.2,0.1,0.2,0,0,0.5,0.9,147,192,3.868421053,5.052631579,595.3,64.4,187.6,288.7,158.2,22.8,546.2,10.9,0.84,374.1,2024.8,1050.7,43.3,13.7,4.39,12.5,12.7,31.4
Everton DL 2018/2019,Everton,Premier League,2018/2019,8,38,15,9,14,54,54,46,8,54,51,77.3,22,1,61,377,33,2,16,2,1,18.4,7.7,26.1,11.9,11,11.4,1.4,0.1,1.8,21.7,2.2,1.7,2.4,0.3,1.2,1,13.1,4.3,0.9,8,1.4,0.3,0.9,0.2,6.8,8.7,15.5,12.3,47.1,23.5,23.6,434.1,27.2,33.6,308.5,64.8,9.3,1.7,7.6,0.3,0,0.2,0,0,0.5,0.9,159,130,4.184210526,3.421052632,611.4,61.9,193,288.4,166.8,24.8,559.3,10.3,0.58,373.5,1943.6,1002.1,40.6,11.9,3.87,15.5,13.4,37.3
Wolverhampton DL 2018/2019,Wolverhampton,Premier League,2018/2019,7,38,16,9,13,57,47,46,1,47,47.4,78.2,16,1,68,373,26,5,11,4,1,18.9,10,29,13.2,8.6,10.8,1.9,0,1.9,21.7,3.9,2.1,2.6,0.3,1.3,1,12.6,4.7,1,6.8,1.2,0.3,0.9,0.1,7,8.7,15.7,10.6,42.7,21.6,21.1,437.3,33.1,34.1,308.8,61.4,9.2,1.8,7.5,0.3,0.1,0.1,0.1,0,0.5,0.9,141,139,3.710526316,3.657894737,601.2,58.3,195.9,292.6,148.8,21.2,555.1,9.58,0.45,375.1,1887.1,1075.1,43.6,11.8,4.68,12.2,12,32.9
Manchester United DL 2018/2019,Manchester United,Premier League,2018/2019,6,38,19,9,10,66,65,54,11,65,53.3,82.3,17,2,60,450,40,4,12,9,0,15.3,8,23.3,9.3,10.4,11.4,1.9,0.1,2.4,20.7,3.4,1.9,3.2,0.2,1.4,1.5,13.8,5.7,1.1,7.1,1.7,0.4,1.1,0.3,6.1,8.4,14.6,11.2,33.1,18.3,14.7,505.3,31,28,384.7,61.6,10.1,1.2,8.9,0.1,0,0.1,0,0,0.8,1.1,211,169,5.552631579,4.447368421,662.3,62.2,193.2,334.5,174.5,26.4,613,9.34,0.47,439.6,2150.1,1162.5,50.2,14.5,5.29,12.2,11.9,40.2
Newcastle DL 2018/2019,Newcastle,Premier League,2018/2019,13,38,12,9,17,45,42,48,-6,42,42.9,72.9,19,1,71,288,29,1,10,1,1,18.8,8.5,27.3,13.3,8.7,11.1,1.5,0.1,1.6,29.4,3.5,2.6,2.5,0.3,1.4,0.8,11.7,4.7,0.7,6.3,1.1,0.3,0.8,0.1,5.5,6.2,11.7,10.6,45.5,21.2,24.3,354.9,29.5,41,229.2,55.2,8.6,1.7,6.9,0.4,0.1,0,0,0,0.5,0.9,135,136,3.552631579,3.578947368,528.9,66.4,199.3,228.7,130.2,18.7,482.1,8.42,0.74,295.4,1447.2,764.2,29.4,9.84,2.63,12.6,12,26.8
Burnley DL 2018/2019,Burnley,Premier League,2018/2019,15,38,11,7,20,40,45,68,-23,45,43.4,70.3,18,1,78,269,26,1,14,2,2,15.4,7.9,23.3,9.7,9.4,9.5,2,0,2.8,28.4,5.8,2.3,3.6,0.2,2.1,1.2,9.5,2.8,1.6,5.1,1.2,0.5,0.6,0.1,4.3,5.4,9.7,8.3,55.1,27.6,27.4,342.3,31.3,45,209.2,56.8,6.7,1.7,5.1,0.3,0.1,0.1,0,0,0.5,0.8,114,197,3,5.184210526,505,69.3,168.8,235.4,125.8,18.4,456,6.29,0.24,265.5,1331.8,653.2,25.8,8.26,1.61,12.9,9.18,25.9
Watford DL 2018/2019,Watford,Premier League,2018/2019,11,38,14,8,16,50,52,59,-7,52,47.4,76.1,15,1,65,346,35,3,12,1,1,17.3,9.6,26.9,11.3,10.1,11.4,2,0.1,2.3,25.2,3.2,2,3.3,0.2,2,1.1,11.5,4.1,0.7,6.7,1.4,0.2,0.9,0.2,6.6,7.7,14.3,11,41.7,20.3,21.4,406.8,27.1,37,282.6,60.2,8.2,1,7.2,0.2,0.1,0.1,0.1,0,0.8,1,151,170,3.973684211,4.473684211,569.6,63,181.5,266.1,151.3,25.1,522.3,9.16,0.74,337.8,1583.4,823.9,35.8,10.2,4.32,13.4,13.4,33
Southampton DL 2018/2019,Southampton,Premier League,2018/2019,16,38,9,12,17,39,45,65,-20,45,45.4,74,18,1,63,316,31,1,8,4,1,18.4,9.7,28.1,14.4,9,11.1,1.9,0.1,1.6,28.1,4,2.1,3,0.2,1.8,1,12.7,5.5,0.9,6.3,1.2,0.2,0.6,0.3,5.8,7.6,13.4,10,43.8,20.4,23.3,376.2,23.4,39.6,255,58.2,9,1.3,7.7,0.1,0,0.1,0,0,0.6,0.7,153,170,4.026315789,4.473684211,550,59.6,168.9,259.2,152.7,20.7,503.2,9.53,0.71,318.6,1624.4,843.4,36.9,11.9,3.79,12.5,10.7,31.6
Bournemouth DL 2018/2019,Bournemouth,Premier League,2018/2019,14,38,13,6,19,45,56,70,-14,56,47.7,78.1,16,2,52,373,26,9,13,7,1,13.8,7.3,21.1,9.8,11.6,8.9,1.6,0,1.5,26.9,4,2.2,2.8,0.2,1.5,1.1,11.7,4,0.9,6.8,1.5,0.3,1,0.2,7.6,7.7,15.3,9.3,38.7,18.8,19.8,419.6,21.2,29.7,306.7,62.1,8.8,1,7.8,0.2,0.1,0.1,0.1,0,0.8,1.1,153,167,4.026315789,4.394736842,583.4,68.6,215.2,255.2,149,24.9,533.3,8.79,0.68,350.1,1827.6,993.1,36.9,12.9,3.79,12.9,12.9,35.3
Cardiff DL 2018/2019,Cardiff,Premier League,2018/2019,18,38,10,4,24,34,34,69,-35,34,39.1,63.9,15,1,67,204,19,0,11,3,1,17.2,9.6,26.9,13.9,10.3,9.8,1.7,0,2,25.8,3.9,1.7,3.6,0.1,2.5,1.1,11,4.4,1.1,5.5,0.9,0.3,0.4,0.1,5.7,6.8,12.5,8.7,51.7,25.8,25.9,269.1,22.9,43.2,148.9,54.1,7.8,1.8,6,0.1,0,0,0,0,0.4,0.5,112,201,2.947368421,5.289473684,427.8,61.7,143.2,181.7,122.4,19.5,380.7,7.76,0.45,212.2,1050.3,537.5,22.6,6.89,2.66,11.5,10.6,23.7
Brighton DL 2018/2019,Brighton,Premier League,2018/2019,17,38,9,9,20,36,35,60,-25,35,44.1,74.8,17,0,70,306,12,4,14,5,0,17.9,8.4,26.3,12.2,7.9,12.2,1.6,0.1,2.4,24.2,4.5,2.3,2.9,0.2,1.4,1.2,9.8,3.8,0.8,5.1,0.9,0.3,0.6,0,6.5,7.1,13.6,8.8,42.9,22,20.9,371.3,30.2,38.8,247.6,54.7,7.4,2.1,5.4,0.3,0.1,0,0.1,0,0.3,0.6,100,157,2.631578947,4.131578947,532.5,67.4,204.6,230.3,126.6,17.2,485.4,8.71,0.42,307.8,1544.8,776.8,29.4,8.34,2.42,12.4,10.7,26.3
Fulham DL 2018/2019,Fulham,Premier League,2018/2019,19,38,7,5,26,26,34,81,-47,34,49.2,80.3,16,1,65,406,24,2,5,2,1,15.7,7.9,23.6,11.3,9,11.1,1.8,0.1,2.4,25.5,3.8,2.3,3.9,0.4,2.4,1,11.9,5.5,0.8,5.7,0.9,0.2,0.6,0.1,5.6,9.3,14.9,12.8,39,19.7,19.2,465.7,28.9,34.8,345.1,56.9,9.3,1.8,7.4,0.1,0,0.1,0,0,0.4,0.6,136,221,3.578947368,5.815789474,630.8,73.3,212.3,314.3,139.6,17.7,584.5,11.1,0.87,398.5,1876.3,973.1,40.2,12.2,2.97,13.2,13.5,33.4
Huddersfield DL 2018/2019,Huddersfield,Premier League,2018/2019,20,38,3,7,28,16,22,76,-54,22,47.1,75.8,20,1,69,353,10,1,9,1,1,18.6,9.5,28.2,14,9.7,11.1,1.4,0.1,1.7,17.2,3.4,1.3,2.9,0.2,1.8,0.9,10.6,4.5,0.4,5.6,0.6,0.1,0.3,0.1,5.6,6.1,11.7,10.5,44.3,22.6,21.7,418.6,31.5,37.1,285.7,64.3,7.4,1.7,5.7,0.1,0,0,0,0,0.3,0.3,115,177,3.026315789,4.657894737,583.7,58.6,189.2,275.5,150.9,18,534.1,8.34,0.47,343.6,1676.4,808.8,32.1,10.8,2.47,12.1,11.8,30.7
Manchester City DL 2019/2020,Manchester City,Premier League,2019/2020,2,38,26,3,9,81,102,35,67,102,62.6,89.3,24,2,53,645,73,4,17,6,2,13.5,9.9,23.4,9.3,7.8,9.5,1.6,0.1,1.8,12.5,1.7,0.8,2,0.2,1.2,0.6,19.6,6.2,2,11.4,2.7,0.6,1.6,0.4,6.2,12.8,19,9,27.1,13.6,13.4,692.8,33.7,18.3,585.1,55.7,15.4,1.3,14.1,0.5,0.1,0.2,0,0,1.1,1.8,246,107,6.473684211,2.815789474,830.4,58.4,191.9,431.2,263.8,42.7,789.7,14.8,0.61,602.8,3087.1,1802.9,83.9,21.7,7.84,8.79,10.4,58.8
Liverpool DL 2019/2020,Liverpool,Premier League,2019/2020,1,38,32,3,3,99,85,33,52,85,59.6,84.3,24,2,66,567,51,10,17,5,2,14.5,9.8,24.2,9.3,7.7,8.7,1,0,1.4,15.4,1.8,1.6,2,0.1,1,0.9,15.6,4.6,1.1,9.9,2.2,0.3,1.6,0.3,7.1,10.2,17.3,8.1,33.3,17.6,15.7,628.2,33.2,31.5,496.6,67,12.1,2.1,10,0.5,0.2,0.2,0.1,0,1,1.8,222,107,5.842105263,2.815789474,773.1,57.4,199.9,397.6,222.6,34.7,724.3,12.7,0.71,529.4,2512.8,1350.4,58.9,17.9,5.47,12.6,11.2,55.2
Leicester DL 2019/2020,Leicester,Premier League,2019/2020,5,38,18,8,12,62,67,41,26,67,55.1,82.8,21,2,55,473,44,9,7,5,2,19.5,11.2,30.8,11.1,11.7,11,1.1,0.1,1.7,18.4,2.4,2,2.5,0.2,1.7,0.7,14.2,5.3,1.2,7.7,1.8,0.4,1.1,0.2,8.2,9.9,18.1,8.6,35.8,17.8,18,524.1,27,27.7,407.1,62.3,10.8,1.8,9,0.2,0.1,0.2,0,0,0.9,1.3,181,126,4.763157895,3.315789474,680.8,61.8,212.9,329,178.7,26.3,632.5,11.7,0.58,444.4,2212.7,1180.6,47.4,14.3,5.34,12.3,12.6,41.6
Chelsea DL 2019/2020,Chelsea,Premier League,2019/2020,4,38,20,6,12,66,69,54,15,69,57.9,85.2,23,2,57,559,44,7,11,7,0,16.8,9.4,26.2,12.1,10.1,10.2,1.6,0,1.7,15.4,2.4,1.3,1.7,0.1,1,0.6,16.4,5.6,1.3,9.6,1.8,0.3,1.2,0.3,6.8,12.1,18.9,10.9,37.7,18.7,19,611.7,30.3,26.1,490.9,64.4,12.2,2.2,10,0.4,0,0.2,0.1,0,0.6,1.2,210,115,5.526315789,3.026315789,767.6,65.5,232.7,375.1,207.9,31.5,720.6,13.1,0.39,539.7,2710.9,1462.6,62.2,16.4,6.42,12.5,12.6,47.2
Manchester United DL 2019/2020,Manchester United,Premier League,2019/2020,3,38,18,12,8,66,66,36,30,66,54.6,83.6,17,2,49,482,41,6,8,10,1,15.3,10,25.2,9.9,11.2,11.1,1.9,0,1.5,16.5,2.6,2.2,2.5,0.1,1.4,1,14.3,6.4,0.8,7.1,1.7,0.2,1.2,0.3,7.9,11.7,19.6,10.4,28.8,15,13.8,527.7,24.7,24,416.3,62.7,10.6,1.7,8.9,0.3,0.1,0.1,0,0,0.7,1.1,200,125,5.263157895,3.289473684,675.7,61.2,197.4,331.6,192.7,25.9,628.4,13.3,1.03,460,2489,1422,59.5,17.5,5.61,11.9,12.6,45.3
Wolverhampton DL 2019/2020,Wolverhampton,Premier League,2019/2020,7,38,15,14,9,59,51,40,11,51,48.7,79.2,19,1,68,377,29,5,11,4,2,17,10.6,27.6,11.5,9.5,10.7,1.5,0.1,1.3,17.2,2.9,1.4,2.4,0.2,1.5,0.7,12.1,4.3,1.1,6.8,1.3,0.4,0.7,0.2,8.1,13.4,21.5,8.8,39.6,20.7,18.9,441.1,35.9,31.5,313.6,60.1,8.9,1.3,7.6,0.3,0,0,0.1,0,0.6,0.9,142,120,3.736842105,3.157894737,589,55.4,192.1,287.7,143.6,22.1,543.1,14.8,0.84,371.4,1854.7,1059,43.3,11.8,5.58,11.7,11.9,34.8
Tottenham DL 2019/2020,Tottenham,Premier League,2019/2020,6,38,16,11,11,59,61,47,14,61,51.5,81.4,17,2,55,439,37,8,8,3,5,17.5,11.3,28.8,10,11.2,11.1,2.2,0.1,1.7,22.1,3.9,1.7,3.6,0.2,1.9,1.5,11.7,4.7,0.8,6.2,1.6,0.3,1,0.2,7.8,11.8,19.7,11.5,35.1,17.1,18,490.6,23,31.6,376.3,59.7,8.9,1.2,7.8,0.2,0.1,0.1,0,0,0.7,1,155,172,4.078947368,4.526315789,640.8,70.1,209,310.9,159.9,21.3,594,13.4,0.87,413,2096.9,1116.6,47.6,14.1,4.21,10.8,12.4,38.4
Burnley DL 2019/2020,Burnley,Premier League,2019/2020,10,38,15,9,14,54,43,50,-7,43,43.9,70,20,1,73,271,23,2,13,3,2,14.4,9.1,23.5,10.2,9.7,10.8,1.8,0,2.3,21.9,4.6,2.1,3.1,0.2,1.8,1.1,10.2,3.2,1.5,5.4,1.1,0.3,0.6,0.2,5.5,6.5,11.9,7.7,50.4,25.5,25,337.2,24.3,46.7,211.8,54.4,7.4,2.1,5.3,0.3,0.1,0,0,0,0.4,0.8,124,159,3.263157895,4.184210526,492.2,62.3,158.1,231,127.1,17.2,444.3,7.71,0.47,259.2,1276.1,613,23.9,8.32,1.61,10.7,9.34,29.3
Sheffield United DL 2019/2020,Sheffield United,Premier League,2019/2020,9,38,14,12,12,54,39,39,0,39,44.4,74.4,23,0,74,323,26,3,6,1,3,16.1,10.2,26.3,11,8.1,10.8,1.6,0.1,2.1,23.2,2.8,1.8,2.6,0.2,1.5,1,9.3,2.3,1,5.9,1,0.2,0.7,0,5,9.1,14.1,7.7,48.9,25.3,23.7,392.6,29.2,43.6,262.8,57.1,7.1,1.7,5.4,0.2,0,0.1,0,0,0.4,0.7,109,141,2.868421053,3.710526316,547.1,60.9,167.7,235.5,170.4,21.6,500.4,10.2,0.58,315.5,1513.8,754.7,31.8,9.84,3.03,11,9.79,36
West Ham DL 2019/2020,West Ham,Premier League,2019/2020,16,38,10,9,19,39,49,62,-13,49,45.4,76.1,20,1,65,337,28,3,14,4,0,18.3,11.7,30,11.1,9.1,10.2,1.6,0,1.7,19.8,3.1,1.6,3.4,0.2,2,1.2,11,3.4,1.1,6.4,1.3,0.3,0.9,0.1,7,10.4,17.4,8.5,44.3,22.9,21.5,397.4,27.4,35.9,274.9,59.2,8.7,1.8,6.9,0.3,0.1,0.1,0.1,0,0.6,0.9,157,178,4.131578947,4.684210526,548,60.2,170.4,262.2,146.8,21.7,500.5,11.3,0.61,329.4,1745.1,878.8,35.5,11.5,4.08,10.5,10.7,35.3
Arsenal DL 2019/2020,Arsenal,Premier League,2019/2020,8,38,14,14,10,56,56,48,8,56,52.9,83.6,18,2,53,444,39,2,12,3,0,15.4,9.6,24.9,9.2,11.5,11.1,2.3,0.1,1.9,18.5,3.7,1.8,3.8,0.2,2.1,1.5,10.7,3.3,1,6.4,1.5,0.3,1,0.1,7.5,10.8,18.3,9.7,29.3,13.5,15.8,490.8,25.3,26.9,384.8,53.8,7.9,0.9,7,0.2,0.1,0.1,0,0,0.6,0.9,144,189,3.789473684,4.973684211,636.7,77.1,226.9,302.8,149.8,24.5,589.2,12,0.89,429.2,2286.7,1281.7,50.5,13.2,4.5,11.8,11.9,37.6
Southampton DL 2019/2020,Southampton,Premier League,2019/2020,11,38,15,7,16,52,51,60,-9,51,49.2,73.4,18,1,67,349,36,2,11,2,0,18.6,12.3,30.9,11.2,10.2,11.8,1.4,0.1,1.5,21.7,3.3,1.6,2.9,0.3,1.8,0.8,13.1,5.2,1.4,6.6,1.3,0.4,0.6,0.3,6.8,11.1,17.9,9.5,45.2,21.7,23.4,412.3,24,42.2,278.6,67.6,9,1.4,7.6,0.1,0,0.1,0.1,0,0.6,0.8,169,163,4.447368421,4.289473684,579.8,58.4,174.1,278.3,159.1,23.6,528.9,12.9,0.61,329.8,1643.9,852.2,35.8,11.2,4.18,13.6,11.3,37.1
Everton DL 2019/2020,Everton,Premier League,2019/2020,12,38,13,10,15,49,44,56,-12,44,49,78,21,1,63,358,27,3,11,1,2,17.6,10.2,27.8,10.7,10.4,12.4,1.8,0.1,1.5,19.2,2.9,1.5,2.5,0.2,1.4,0.8,12.3,4,1.3,7,1.2,0.4,0.7,0,6.2,9.8,16,9.1,45.5,23.1,22.4,416.4,30.3,32.2,294.6,59.3,9,1.7,7.2,0.4,0.1,0.1,0,0,0.3,0.8,155,145,4.078947368,3.815789474,574.9,71.1,200,261.6,146.8,23.4,526.5,11.3,0.82,348.6,1826.1,954.8,37.4,11.4,3.53,12.9,12.3,40.5
Crystal Palace DL 2019/2020,Crystal Palace,Premier League,2019/2020,14,38,11,10,17,43,31,50,-19,31,46.4,76.5,16,1,58,334,18,1,7,3,2,18.1,10.4,28.4,11.7,12.6,11.2,1.6,0.1,1.4,21.1,3.6,2.1,3.3,0.4,1.8,1.1,9.9,3.3,0.8,5.8,0.8,0.1,0.5,0.1,7,11.4,18.4,12.6,41.5,20.8,20.8,386.5,23.3,34.2,272.3,56.7,7,1.2,5.8,0.1,0,0,0,0,0.5,0.5,116,169,3.052631579,4.447368421,547.3,65.7,193.2,251.1,134.9,23.8,496.3,12.5,0.63,326,1625.7,844.3,33.6,10.2,4.39,13.4,14.6,34.7
Newcastle DL 2019/2020,Newcastle,Premier League,2019/2020,13,38,11,11,16,44,38,58,-20,38,41.8,75.3,16,0,63,285,23,1,14,0,0,15.9,9.4,25.3,10.3,11.1,9.7,1.7,0.1,2,24.6,4,1.9,3.7,0.4,2.1,1.2,10.5,4.6,0.5,5.4,1,0.2,0.7,0.1,7.2,10.5,17.7,7.6,40.7,19.8,20.9,343.8,26.4,36.2,232.5,48.7,7.9,1.7,6.2,0.1,0,0.1,0.1,0,0.5,0.8,127,190,3.342105263,5,492.6,66,201.2,204.6,113.8,15.6,447.3,12,0.47,283.2,1424.9,740.2,26.6,8.53,3.03,11.9,10.7,28
Brighton DL 2019/2020,Brighton,Premier League,2019/2020,15,38,9,14,15,41,39,54,-15,39,51.7,81,18,1,59,427,20,2,12,1,4,16.9,10.4,27.3,11,8.6,10.2,1.5,0.1,1.9,18.5,3.6,1.5,3.1,0.3,2.1,0.7,12.2,4.5,1.2,6.5,1,0.2,0.6,0.1,6.6,8.8,15.4,10.5,34.2,18.7,15.5,478.6,28.8,29.1,359,61.8,9,1.7,7.3,0.3,0,0.1,0.1,0,0.3,0.6,137,164,3.605263158,4.315789474,633.3,75.8,231.8,278.3,162.8,23.1,587.5,9.97,0.55,410.8,2171.2,1121.3,42.6,13.3,3.71,12.5,13.5,40
